gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement
0,1,0.8674910297779024,0.8856884487876606,1.685545933157784,1.0766861023205132,-0.9281936378774736,0.6674740627920619,0.22055646896786008,1.6297453772025323,0.2074536571635842,-0.018610184768404186,1.2355607465501737,-0.4350275090580063,1.7694715900699283,-0.1252312286073798,-1.7821027157400025,0,2,0,1,1
0,4,0.9075201477336453,0.57242944159278,-0.014023907208804486,-0.5621055298263866,-1.6930308042943991,-1.2335627297066378,0.22055646896786008,-0.1198470835623977,0.2074536571635842,0.6903492349803239,1.2355607465501737,0.1877749376964765,1.2092019502156013,-0.9080623155783235,1.043128243074963,1,1,1,1,0
1,1,1.7181097863374575,1.2576835198315837,2.1276305737155674,-0.5621055298263866,0.6014806949563775,0.22777847813249966,0.22055646896786008,1.6297453772025323,0.2074536571635842,0.6903492349803239,1.2355607465501737,-0.4350275090580063,-1.592146249056034,0.5706186264779037,0.6899743732230925,1,2,0,1,1
1,3,0.05690139117409015,0.24938109042305717,-0.5641736821251577,-0.5621055298263866,-1.2851176488720388,-2.2940050221208783,-0.26391682914935,-0.1198470835623977,0.9910368759117781,-0.018610184768404186,-0.16530177788313033,0.8105773844509593,0.08866267050694714,-0.6471186199213423,-0.7226411061843904,1,0,1,1,0
1,0,1.6580661094038414,1.1695794240580226,1.3613505300820767,-0.5621055298263866,0.4485132616729925,-0.6257482450301832,-0.26391682914935,-0.1198470835623977,-1.3597127803328035,-1.4365290242658602,1.2355607465501737,-1.057829955812489,0.6489323103612742,-0.2991936923787009,-1.075794976036261,1,0,2,1,0
1,1,-0.5935717756067459,0.4745360018443795,-0.8687208789538523,-0.5621055298263866,-0.3163239047439333,-1.6215294220533112,1.1895030652022802,-0.1198470835623977,0.9910368759117781,-0.7275696045171323,-0.16530177788313033,1.4333798312054422,-1.592146249056034,0.3096749308209225,0.3368205033712218,0,2,2,1,0
1,1,-2.404889363104153,-1.7868024563436733,-2.4111050693443405,-0.5621055298263866,-1.4380850821554239,-0.7550704758124077,0.7050297670850701,-1.8694395443273277,0.9910368759117781,-0.018610184768404186,-1.5661643023164344,0.8105773844509593,0.08866267050694714,-0.7340998518070032,0.6899743732230925,0,0,1,1,2
0,4,-1.0238847936309923,-1.3169139455513506,-1.5662322007227993,1.0766861023205132,-2.0499548152889644,-1.2076982835501926,0.7050297670850701,-0.1198470835623977,0.9910368759117781,0.6903492349803239,-0.16530177788313033,-0.4350275090580063,0.6489323103612742,-0.21221246049303996,1.396282112926834,0,0,1,1,1
0,2,-0.9238119987416322,-1.2875459136268306,-0.6329424039897021,1.0766861023205132,-0.010389038177163029,-0.3153748911528436,-1.23286342538377,-1.8694395443273277,-1.3597127803328035,-0.7275696045171323,-0.16530177788313033,-0.4350275090580063,-0.47160696934737995,-0.9950435474639845,1.396282112926834,0,2,1,1,1
1,2,0.4371780117536569,-0.19113938844474518,0.48700535209001594,-0.5621055298263866,0.9584047059509428,1.4434074474854088,0.22055646896786008,-0.1198470835623977,-0.5761295615846097,-0.018610184768404186,-0.16530177788313033,0.1877749376964765,0.6489323103612742,1.7883558728771505,0.3368205033712218,0,1,2,1,1
1,3,-1.063913911586736,-0.6708172432119069,-0.8392485695833337,1.0766861023205132,-0.4692913380273183,0.24071070121072136,-0.7483901272665601,-0.1198470835623977,-1.3597127803328035,-0.018610184768404186,-0.16530177788313033,0.1877749376964765,-0.47160696934737995,-0.1252312286073798,-1.4289488458881316,0,2,1,1,2
0,3,0.35711977584216925,-0.18135004446990427,0.5066535583370289,-0.5621055298263866,0.39752411724519715,-0.5740193527172927,0.7050297670850701,0.7549491468200673,0.9910368759117781,1.3993086547290519,-0.16530177788313033,1.4333798312054422,0.6489323103612742,0.9185435540205459,-0.016333366480648908,0,2,1,1,2
0,2,0.9975856631340687,1.4632597433032242,0.08421712402625846,-0.5621055298263866,-0.06137818260495811,0.9261185243565109,0.22055646896786008,0.7549491468200673,0.2074536571635842,-1.4365290242658602,1.2355607465501737,-0.4350275090580063,-0.47160696934737995,-1.8648558663205892,-1.075794976036261,0,2,1,1,2
0,3,-0.6936445704961058,-0.12261398062086452,-0.20068186655542464,1.0766861023205132,0.295545828389607,-0.7033415834995171,1.1895030652022802,-0.9946433139448627,0.9910368759117781,-1.4365290242658602,1.2355607465501737,0.8105773844509593,1.2092019502156013,-1.0820247793496447,0.3368205033712218,0,1,2,1,1
1,1,-0.5535426576510021,-0.04429922882214439,-0.5838218883721706,1.0766861023205132,-2.0499548152889644,-1.7767160989919801,-0.26391682914935,-0.9946433139448627,-0.5761295615846097,-1.4365290242658602,-0.16530177788313033,0.1877749376964765,0.08866267050694714,-0.6471186199213423,0.6899743732230925,0,2,0,1,1
1,2,1.3178186067800193,0.6115868174921394,1.8918520987514156,-0.5621055298263866,0.8564264170953526,1.4175430013289654,0.22055646896786008,0.7549491468200673,0.9910368759117781,-0.7275696045171323,-0.16530177788313033,0.8105773844509593,1.7694715900699283,1.5274121772201685,-1.7821027157400025,0,2,0,1,1
1,2,0.21701786299706544,0.014436835026896761,0.025272505285219852,1.0766861023205132,-0.11236732703275319,0.18898180889783267,-1.7173367235009802,-0.1198470835623977,-2.1432959990809977,-0.018610184768404186,1.2355607465501737,-1.6806324025669719,0.08866267050694714,-1.0820247793496447,-0.016333366480648908,0,2,0,1,0
0,1,1.668073388892777,0.768216321089581,2.1276305737155674,-0.5621055298263866,-0.6222587713107035,-0.7680026988906294,-0.7483901272665601,1.6297453772025323,-0.5761295615846097,-0.018610184768404186,1.2355607465501737,0.1877749376964765,-0.47160696934737995,0.8315623221348858,-0.7226411061843904,0,0,2,1,0
0,2,1.7181097863374575,1.2772622077812628,1.5676566956757083,-0.5621055298263866,1.672252727940073,1.7020519090498578,-0.26391682914935,1.6297453772025323,-0.5761295615846097,-1.4365290242658602,1.2355607465501737,-1.057829955812489,-1.031876609201707,-1.1690060112353056,1.396282112926834,1,2,1,1,0
1,3,-0.13323691911569235,-0.1617713565202239,0.06456891777924559,1.0766861023205132,-0.6222587713107035,-2.1646827913386537,0.7050297670850701,-0.9946433139448627,0.9910368759117781,1.3993086547290519,-0.16530177788313033,0.8105773844509593,-0.47160696934737995,-0.1252312286073798,-0.7226411061843904,1,2,1,1,2
1,1,-0.6336008935624897,0.42558928197017926,-0.5347013727546391,-0.5621055298263866,-0.010389038177163029,0.9261185243565109,-0.7483901272665601,-0.9946433139448627,-1.3597127803328035,1.3993086547290519,-0.16530177788313033,-2.3034348493214547,-0.47160696934737995,-0.1252312286073798,1.396282112926834,1,2,1,1,0
